CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
41240147776164000179550010000002911000051442,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,291,VENDA INTEREST. DESTINADA A NAO CONTRIBUINTE,2024-01-19 00:00:00,,,47776164000179,WOLVES GROUP AND COLI INK BUSINESS LTDA,9096314830,PR,MARINGA,10271737000100,12 REGIMENTO DE CAVALARIA MECANIZADO,RS,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,"VERNIZ MARITIMO BRIL FILTRO SOLAR 3,6 LTS",32089021.0,"Vernizes de derivados de celulose, dispersos/dissolvidos em meio não aquoso",6108.0,8.0,UNIDAD,95.0,760.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,1.0,"RS 42 13 ST Canula de Microdebridacao Exxocut RS 4,2 mm x 13 mm Lote: 2492/1123 x1 Val: 07/11/2026 MS: 80743230026",90183929.0,"Outras sondas, catéteres e cânulas",6917.0,1.0,UNIDAD,290.0,290.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,2.0,IN 42 13 ST Canula de Microdebridacao Exxocult Encaixe Stryker Lote: 2588/1123 x1 Val: 23/11/2026 MS: 80743230026,90183929.0,"Outras sondas, catéteres e cânulas",6917.0,1.0,UNIDAD,290.0,290.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,3.0,EQP 02 LV 00 Equipo Circulacao Assistida para Artroscopia LV Lote: 2053/0823 x1 Val: 01/08/2026 MS: 80743230002,90189099.0,"Outros instrumentos e aparelhos para medicina, cirurgia, etc",6917.0,1.0,UNIDAD,280.0,280.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,4.0,0302030-000 Placa E-Button Ultra Lote: 24545S x1 Val: 22/11/2028 MS: 80083650080,90211020.0,Artigos e aparelhos para fraturas,6917.0,1.0,UNIDAD,1000.0,1000.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,5.0,MR004C Dispositivo de Reparo Meniscal Lote: 1320870 x3 Val: 19/06/2028 MS: 81544220043,90189099.0,"Outros instrumentos e aparelhos para medicina, cirurgia, etc",6917.0,3.0,UNIDAD,2900.0,8700.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,6.0,IK730620NG Parafuso Bioabsorvivel 6 L 20 Rockscrew Lote: 7322309 x2 Val: 30/09/2027 MS: 81207910019,90213190.0,Outras próteses articulares,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,7.0,"IK730724NG Parafuso Bioabsorvivel 7 L 24 Rockscrew Lote: 7322451 x1 Val: 31/12/2027, Lote: 7323082 x1 Val: 29/02/2028",90211020.0,Artigos e aparelhos para fraturas,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,8.0,"IK730730NG Parafuso Bioabsorvivel 7 L 30 Rockscrew Lote: 7322304 x1 Val: 31/08/2027, Lote: 7323155 x1 Val: 30/04/2028",90213190.0,Outras próteses articulares,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,9.0,IK730824NG Parafuso Bioabsorvivel 8 L 24 Rockscrew Lote: 7323084 x2 Val: 29/02/2028 MS: 81207910019,90213190.0,Outras próteses articulares,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,10.0,IK730830NG Parafuso Bioabsorvivel 8 L 30 Rockscrew Lote: 7322334 x2 Val: 31/10/2027 MS: 81207910019,90211020.0,Artigos e aparelhos para fraturas,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,11.0,IK730924NG Parafuso Bioabsorvivel 9 L 24 Rockscrew Lote: 7323158 x2 Val: 30/04/2028 MS: 81207910019,90213190.0,Outras próteses articulares,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,12.0,IK730930NG Parafuso Bioabsorvivel 9 L 30 Rockscrew Lote: 7323086 x2 Val: 31/03/2028 MS: 81207910019,90213190.0,Outras próteses articulares,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,13.0,IK731030NG Parafuso Bioabsorvivel 10 L 30 Rockscrew Lote: 7323087 x2 Val: 31/03/2028 MS: 81207910019,90211020.0,Artigos e aparelhos para fraturas,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,14.0,IK731135NG Parafuso Bioabsorvivel 11 L 35 Rockscrew Lote: 7322336 x2 Val: 31/10/2027 MS: 81207910019,90211020.0,Artigos e aparelhos para fraturas,6917.0,2.0,UNIDAD,840.0,1680.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,15.0,CAP SH 90 200 Caneta para Ablacao Radiofrequencia Shell Lote: 2279/0923 x1 Val: 27/09/2026 MS: 80743230025,90183929.0,"Outras sondas, catéteres e cânulas",6917.0,1.0,UNIDAD,1200.0,1200.0
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,,,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,16.0,RB 40 13 ST Canula de Microdebridacao Exxocut RB 40 13 ST Lote: 2536/1123 x1 Val: 15/11/2026 MS: 80743230026,90183929.0,"Outras sondas, catéteres e cânulas",6917.0,1.0,UNIDAD,290.0,290.0
52240147341740000155550010000010801662721631,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1080,6108-VENDA PARA CONSUMIDOR FINAL (FORA DO ESTADO),2024-01-18 15:08:00,,,47341740000155,3MARIAS DISTRIBUICAO E SERVICOS LTDA,109530985,GO,GOIANIA,394494014439,PENITENCIARIA FEDERAL EM PORTO VELHO RO,RO,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,COLHER PLASTICA REFEICAO-AZUL,39241000.0,"Serviços de mesa e outros utensílios de mesa ou de cozinha, de plásticos",6108.0,260.0,UNIDAD,1.0,260.0
52240147341740000155550010000010801662721631,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1080,6108-VENDA PARA CONSUMIDOR FINAL (FORA DO ESTADO),2024-01-18 15:08:00,,,47341740000155,3MARIAS DISTRIBUICAO E SERVICOS LTDA,109530985,GO,GOIANIA,394494014439,PENITENCIARIA FEDERAL EM PORTO VELHO RO,RO,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,2.0,PRATO FUNDO REFEICAO AZUL - PLASTICO,39241000.0,"Serviços de mesa e outros utensílios de mesa ou de cozinha, de plásticos",6108.0,200.0,UNIDAD,3.5,700.0
50240111319557000378550010001138751342870272,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,113875,VENDA DE MERC ADQUIRIDA DE TERCEIROS,2024-01-23 11:29:37,,,11319557000378,DENTECK LTDA - FILIAL03 MS,284069817,MS,MUNDO NOVO,10727655000209,IFMG/SALINAS MG - INSTITUTO FEDERAL DO NORTE DE MG,MG,CONTRIBUINTE ICMS,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,1.0,AR CONDICIONADO HW INVERTER AGRATTO 24000 S/F 220V R32 LIV O.C.: 2023NE442,84151011.0,"Aparelhos de ar condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora, utilizados em paredes ou janelas",6108.0,2.0,UNIDAD,3700.0,7400.0
50240111319557000378550010001138751342870272,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,113875,VENDA DE MERC ADQUIRIDA DE TERCEIROS,2024-01-23 11:29:37,,,11319557000378,DENTECK LTDA - FILIAL03 MS,284069817,MS,MUNDO NOVO,10727655000209,IFMG/SALINAS MG - INSTITUTO FEDERAL DO NORTE DE MG,MG,CONTRIBUINTE ICMS,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,2.0,AR CONDICIONADO HW INVERTER AGRATTO 30000 S/F 220V R-32 NEO O.C.: 2023NE442,84151011.0,"Aparelhos de ar condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora, utilizados em paredes ou janelas",6108.0,4.0,UNIDAD,4500.0,18000.0
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,2023-JECA O TATU-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,4.05,4.05
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,2.0,2023-A CASINHA DO TATU-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,5.2,5.2
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,3.0,2023-GUIDO VAI A FAZENDA-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,11.07,11.07
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,4.0,2023-A ULTIMA ARVORE DO MUNDO-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,7.05,7.05
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,5.0,2023-UM AMOR DE CONFUSAO-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,3.9,3.9
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,6.0,2023-A-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,5.12,5.12
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,7.0,2023-O SEGREDO DEBAIXO DAS COISAS-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,5.12,5.12
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,8.0,2023-CRIANDO CRACA-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,5.12,5.12
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,9.0,2023-CACHINHOS CONCHINHAS FLORES E NINHOS-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,3.16,3.16
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,10.0,2023-REVIRAVENTO-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,9.1,9.1
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,11.0,2023-UMA HISTORIA-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,3.24,3.24
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,12.0,2023-JEITO DE BICHO-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,6.5,6.5
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,13.0,2023-CONVERSE-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,5.67,5.67
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,,,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,14.0,2023-BOM DIA TODAS AS CORES-2020,49019900.0,"Outros livros, brochuras e impressos semelhantes",6906.0,1.0,UNIDAD,4.86,4.86
